CWI_ID,TCMBank_ID,level1_name_en,level2_name,TCM_name,TCM_name_en,Herb_pinyin_name,Herb_latin_name,Properties,Meridians,UsePart,Function,Indication,Toxicity,Clinical_manifestations,Therapeutic_en_class,Therapeutic_cn_class,TCMID_id,TCM_ID_id,SymMap_id,TCMSP_id,Herb_ID
CWIHE008743,TCMBANKHE008743,,,白喉乌头;白鹤乌头,Whitethroat Monkshood,BAI HOU WU TOU,Aconitum leucostomum,,,,,,,,,,,1126,,,HERB000196
CWIHE008744,TCMBANKHE008744,,,刺蒺藜,Puncturevine Caltrap,CI JI LI,Tribulus terrestris,Warm; Bitter,Lung; Liver,fruit,"To dissipate wind and brighten eyes, precipitate qi and move blood.","Headache, itchy body, red eyes and eye screen, convulsion, fullness in chest, cough and counterflow, concretion and conglomeration, difficult lactation, welling abscess and flat abscess, scrofula.",,,For calming liver and containing wind,平肝息风,,7158,,124,HERB000924
CWIHE008745,TCMBANKHE008745,,,尖叶番泻叶,Sharpleaf Senna Leaf,JIAN YE FAN XIE YE,Cassia acutifolia,,,leaf,See Cassia angustifolia .,See Cassia angustifolia .,,,,,,3599,,,HERB002815
CWIHE008746,TCMBANKHE008746,,,戟叶鼠尾草;基业鼠尾草,Hastateleaf Sage,JI YE SHU WEI CAO,Salvia bulleyana,,,,,,,,,,,7814,,,HERB002720
CWIHE008747,TCMBANKHE008747,,,海南粗榧,Hainan  PIumyew ,,,,,,,,,,,,,,,,
CWIHE008748,TCMBANKHE008748,,,鞘冠菊,Common Coleostephus,,,,,,,,,,,,,,,,
CWIHE008749,TCMBANKHE008749,,,小果枣,Littlefruit Jujube,XIAO GUO Z AO,Zizyphus oenoplia,,,,,,,,,,,5767,,,HERB006094
CWIHE008750,TCMBANKHE008750,,,椭圆钩藤,Elliptic Gambirplant,TUO YUAN GOU TENG,Uncaria elliptica,,,,,,,,,,,8101,,,HERB005595
CWIHE008751,TCMBANKHE008751,,,挂金灯根,Franchet Groundcherry Root,,,,,,,,,,,,,,,,
CWIHE008752,TCMBANKHE008752,,,鸡屎藤果,Fevervine Fruit,JI SHI TENG GUO,,,,,,,,,,,,3188,,,HERB002998
CWIHE008753,TCMBANKHE008753,,,金毛狗,Scythian Lamb,JIN MAO GOU,Cibotium barometz [Syn. Polypodium barometz ],,,rhizome,"To strengthen lumbus and knees, dispel wind-damp, disinhibit joints.","Kidney vacuity lumbar pain and back rigidity, inability of legs and knees, wind-damp impediment pain, frequent urination, emission, excessive leukorrhea.",,,,,,5715,,,HERB002931
CWIHE008754,TCMBANKHE008754,,,三叶鼠尾草,Threeleaf Sage,SAN YE SHU WEI CAO,Salvia trijuga,,,root,"To quicken blood and regulate menstruation, dispel stasis and engender flesh, boost kidney and quiet spirit.","Menstrual disorder, dysmenorrhea, menstrual block, flooding, kidney vacuity lumbago, impotence, insomnia, frequent dreaming, knocks and falls.",,,,,,3056,,,HERB004817
CWIHE008755,TCMBANKHE008755,,,一泡囊草,Winged Physochlaina,YI PAO NANG CAO,,,,,,,,,,,,,,,
CWIHE008756,TCMBANKHE008756,,,茴芹,Pimpinella anisum Linn;Anise,HUI QIN,,,,,,,,,,,,6909,,,HERB002622
CWIHE008757,TCMBANKHE008757,,,柠檬根,Lemon  Root ; Lemon Root Equivalent plant: Citrus limonia,NING MENG GEN,Citrus limon,,,root,To dispel stasis and relieve pain.,"Knocks and falls, rabid dog bite.",,,,,,3560,,,HERB004178
CWIHE008758,TCMBANKHE008758,,,格里菲斯十大功劳,Griffith Mahonia,GE LI FEI SI SHI DA GONG LAO,Mahonia griffithii,,,,,,,,,,,5349,,,HERB001878
CWIHE008759,TCMBANKHE008759,,,里菲木姜子,Leefe Litse,LI FEI MU JIANG ZI,,,,,,,,,,,2035,,,,HERB003310
CWIHE008760,TCMBANKHE008760,,,不育红,Yunnan Rabdosia,BU YU HONG,Rabdosia yuennanensis,,,rhizome or whole herb,"To dispel wind and disinhibit damp, quicken blood and free menstruation, resolve toxin and disperse swelling.","Common cold, wind-damp bone pain, hemiplegia, food accumulation, pain in stomach duct, dysentery, jaundice, dysmenorrhea, menstrual block, flooding and spotting [=metrorrhagia and metrostaxis], scrofula, syphilis, sores, measles papules, wind papules, scab and lai, knocks and falls, rabid dog bite, poisonous snake bites.",,,,,,8066,,,HERB000552
CWIHE008761,TCMBANKHE008761,blood-activating and stasis-resolving medicinal,2.活血调经药(11-11),红花,Safflower,HONG HUA,Flos Carthami,Warm; Pungent,Liver; Heart,flower,"To activate blood circulation and stimulate menstrual discharge, and to remove blood stasis and relieve pain.","Amenorrhea, dysmenorrhea, retention of lochia, angina pectoris, cerebral thrombosis, neurodermatitis, concretion and conglomeration, lump glomus, knocks and falls, swollen pain due to bleeding.",,1. Its decoction stimulates uteri and intestines of experimental animals in vitro.2. It sdecoction increases coronary flow and lowers blood pressure in dogs.3. Small dose of its decoction mildly stimulates and large dose inhibits the heart of toads.,Blood Activating Stasis Removing Drugs,活血祛瘀药,SMHB00168,2474,168,343,HERB002276
CWIHE008762,TCMBANKHE008762,,,野芥,Wild Cabbage,YE JIE,Brassica oleracea,,,,,,,,,,,2652,,,HERB006469
CWIHE008763,TCMBANKHE008763,,,喷瓜,Squirting Cucumber,PEN GUA,Ecballium elaterium,,,,,,,,,,,3996,,,HERB004333
CWIHE008764,TCMBANKHE008764,,,直立百部,Sessile Stemona,ZHI LI BAI BU,Stemona sessilifolia,,,root,See Stemona tuberosa.,See Stemona tuberosa.,,,,,,2214,,,HERB007005
CWIHE008765,TCMBANKHE008765,,,牛肾,Ox Kidney,NIU SHEN,"Bos taurus domesticus, Bubalus bubalis",,,kidney,"To supplement kidney and boost essence, strengthen lumbus and knees, relieve pain due to impediment.","Vacuity taxation with kidney depletion, impotence, limp aching lumbus and knees, damp impediment pain.",,,,,,2618,,,HERB004212
CWIHE008766,TCMBANKHE008766,,,雪光花,Glory-of-the-snow,XUE GUANG HUA,Chionodoxa luciliae,,,,,,,,,,,6631,,,HERB006287
CWIHE008767,TCMBANKHE008767,,,高山火绒草,Alpine Edelweiss,GAO SHAN HUO RONG CAO,Leontopodium alpinum,,,whole herb,"To course wind and clear heat, relieve cough and transform phlegm.","Fever due to external contraction, lung heat cough, bronchitis.",,,,,,1716,,,HERB001860
CWIHE008768,TCMBANKHE008768,,,小果香草,Smallfruit Loosestrife,XIAO GUO XIANG CAO,Lysimachia microcarpa,,,whole herb,"To diffuse lung and resolve exterior, relieve cough and calm asthma.","Common cold, cough, asthma.",,,,,,8065,,,HERB006090
CWIHE008769,TCMBANKHE008769,,,疏花毛萼香茶菜,Laxflower Hair ysepal Rabdosia,SHU HUA MAO E XIANG CHA CAI,Isodon eriocalyx var. laxiflora,,,,,,,,,,,6172,,,HERB005120
CWIHE008770,TCMBANKHE008770,,,辽细辛,Manchurian Wildginger,LIAO XI XIN,Asarum heterotropoides var. mandshuricum,,,whole herb,See Asarum sieboldii.,See Asarum sieboldii.,,,,,,2072,,,HERB003407
CWIHE008771,TCMBANKHE008771,,,匙叶甘松,Spoonleaf Nardostachys,SHI YE GAN SONG,Nardostachys jatamansi,,,root and rhizome,See Nardostachys chinensis .,See Nardostachys chinensis .,,,,,,5500,,,HERB005101
CWIHE008772,TCMBANKHE008772,,,莨菪叶,Black Henbane Leaf,LANG DANG YE,Hyoscyamus niger,,,leaf,To settle pain and resolve tetany.,"Pain in stomach duct and abdomen, toothache, cough and asthma.",,,,,,7794,,,HERB003267
CWIHE008773,TCMBANKHE008773,,,金鸡纳,Cinchona ledgeriana (Howard) Moens et Trim,JIN JI NA,,,,,,,,,,,,5952,,,HERB002916
CWIHE008774,TCMBANKHE008774,,,二沟黄芪,Bisulcate Milkvetch,ER GOU HUANG QI,Astragalus bisulcatus,,,,,,,,,,,6836,,,HERB001588
CWIHE008775,TCMBANKHE008775,tonifying and replenishing medicinal,1.补气药(15-15),山药,Common Yam Rhizome; Dioscorea opposita; Common Yam,SHAN YAO,Rhizoma Dioscoreae,Mild; Sweet,Lung; Spleen; Kidney,rhizome,"To replenish the spleen and stomach, to promote fluid secretion and benefit the lung, and to strengthen the kidney and restrain seminal discharge.Rhizoma Dioscoreae (stir-fried with bran) To replenish the spleen and promote the stomach function.","Reduced food intake due to spleen vacuity, incessant chronic diarrhea, cough and asthma due to lung vacuity, kidney vacuity and emission, vaginal discharge, frequent urination, vacuity heat and diabetes mellitus.",,Its decoction (1:12800) can promote the phagocytosis of leukocyte in vitro.,Qi Reinforcing Drugs,补气药,SMHB00359,6311,359,1038,HERB004938
CWIHE008776,TCMBANKHE008776,,,桦木皮,Asian White Birch Bark Equivalent plant: Betula platyphylla var japonica,HUA MU PI,Betula platyphylla var. japonica,,,bark,"To clear heat and disinhibit damp, relieve cough and dispel phlegm, resolve toxin and disperse swelling.","Pneumonia, dysentery, diarrhea, jaundice, nephritis, urinary tract infection, chronic trachitis, acute tonsillitis, periodontitis, acute mastitis, swollen boil, itchy papules, scalds.",,,,,,3087,,,HERB002432
CWIHE008777,TCMBANKHE008777,,,野梨枝叶,Callery Pear Branch-leaf,,,,,,,,,,,,,,,,
CWIHE008778,TCMBANKHE008778,,,短叶龙舌兰,Narrowleaf Agave,DUAN YE LONG SHE LAN,Agave angustifolia,,,,,,,,,,,3572,,,HERB001453
CWIHE008779,TCMBANKHE008779,,,灶心土,Earth inside of Hearth,ZAO XIN TU,Terra Flava Usta,Minor Warm; Pungent,Spleen; Stomach,,1. To warm the middle-jiao to stop bleeding. 2. To warm the middle-jiao to stop vomiting. 3. Anti-diarrhea by astringing intestines.,"1. For hematemesis, hemafecia and metrorrhagia of asthenia-cold type. 2. For vomiting due to stomach-cold and morning sickness. 3. For chronic diarrhea due to asthenia of spleen.",,,Bleeding control,止血,,3018;  826,,826,HERB006898; HERB006881
CWIHE008780,TCMBANKHE008780,,,欧莨菪,European ScopoIia,OU LANG DANG,Scopolia carniolica,,,,,,,,,,,7078,,,HERB004253
CWIHE008781,TCMBANKHE008781,,,红豆,Hosie Ormosia,HONG DOU,Ormosia hosiei,,,seed,"To rectify qi and quicken blood, clear heat and resolve toxin.","Mounting qi, qi pain in heart and stomach, amenorrhea due to blood stasis, innominate toxin swelling, clove sore.",,,,,,5936,,,HERB002262
CWIHE008782,TCMBANKHE008782,,,药用薰衣草,Medicinal Lavender,YAO YONG XUN YI CAO,Lavandula officinalis,,,,,,,,,,,6020,,,HERB006441
CWIHE008783,TCMBANKHE008783,,,金丝桃果实,Chinese StJohn’swort Fruit,JIN SI TAO GUO SHI,Hypericum chinense,,,fruit,To moisten lung and relieve cough.,"Lung disease, pertussis, vacuity heat cough.",,,,,,2155,,,HERB002952
CWIHE008784,TCMBANKHE008784,,,日本金腰,Japanese Goldsaxifrage,RI BEN JIN YAO,Chrysosplenium japonicum,,,,,,,,,,,4890,,,HERB004642
CWIHE008785,TCMBANKHE008785,,,普通豚草,Ragweed,PU TONG TUN CAO,Ambrosia ambrosioids,,,,,,,,,,,7977,,,HERB004418
CWIHE008786,TCMBANKHE008786,,,雪灵芝,Kansu Sandwort,XUE LING ZHI,Arenaria kansuensis [Syn. Arenaria kumaonensis],,,whole herb,"To clear heat and relieve cough, disinhibit damp and abate jaundice, relieve pain due to impediment.","Fever due to external contraction, lung heat cough, jaundice, strangury-turbidity, wind-damp impediment pain, hypertension.",,,,,,6782,,,HERB006294
CWIHE008787,TCMBANKHE008787,,,鹤虱风,Wild Carrot,HE SHI FENG,Daucus carota,,,whole herb,"To kill worms, disperse swelling, disperse qi , transform phlegm.","Worm accumulation, gan accumulation, distention fullness in stomach duct and abdomen, edema, jaundice, poison from smoke, damp itchy in sore and papules, alopecia areata.",,,,,,7946,,,HERB002183
CWIHE008788,TCMBANKHE008788,,,梅核仁,Japanese Apricot Kernel,MEI HE REN,Prunus mume,,,kernel,"To clear summerheat, brighten eyes, eliminate vexation.","Summerheat-heat and cholera, heat vexation, blurred vision.",,,,,,4322,,,HERB003850
CWIHE008789,TCMBANKHE008789,,,大星芹,Astrantia,DA XING QIN,Astrantia major,,,,,,,,,,,4172,,,HERB001115
CWIHE008790,TCMBANKHE008790,,,波斯罂粟,Persia Poppy,BO SI YING SU,Papaver persicum,,,,,,,,,,,3042,,,HERB000534
CWIHE008791,TCMBANKHE008791,,,假连翘,Creeping Skyflower,JIA LIAN QIAO,Duranta repens,,,fruit,"To quicken blood and relieve pain, interrupt malaria.","Malaria, painful wound from knocks and falls.",,,,,,8080,,,HERB002752
CWIHE008792,TCMBANKHE008792,,,鼎湖钓樟,Chun’s Spicebush,DING HU DIAO ZHANG,Lindera chunii,,,root,"To dispel wind and eliminate damp, move qi and loosen center, dissipate stasis and relieve pain.","Wind-damp bone pain, distending pain in stomach duct and abdomen, painful wound from knocks and falls.",,,,,,6337,,,HERB001306
CWIHE008793,TCMBANKHE008793,,,石腊红,Fish Pelargonium,,,,,,,,,,,,,,,,
CWIHE008794,TCMBANKHE008794,,,大蓟,Peking Euphorbia,DA JI(3),Euphorbia pekinensis,,,tuberoid,"To drain water and expel rheum, dissipate binds and disperse swelling.","Edema, seeper in chest and abdomen, phlegm-rheum, inhibited urine and stool, swollen welling abscess, scrofula.",,,,,SMHB00086,5232,,,HERB001079
CWIHE008795,TCMBANKHE008795,,,非洲百子莲,African Lily,FEI ZHOU BAI ZI LIAN,Agapanthus africanus,,,,,,,,,,,8197,,,HERB001659
CWIHE008796,TCMBANKHE008796,,,燕麦,Oat,YAN MAI,Avena sativa,,,,,,,,,,,3399,,,HERB006362
CWIHE008797,TCMBANKHE008797,,,普通远志,Common Milkwort,PU TONG YUAN ZHI,Polygala vulgaris,,,,,,,,,,,1966,,,HERB004420
CWIHE008798,TCMBANKHE008798,,,苹果,Apple,PING GUO,Malus pumila,Cool; Sweet; Slightly Sour,Lung; Spleen; Stomach,fruit,"To boost stomach, engender liquid, eliminate vexation, arouse liquor.","Scant fluid and thirst, spleen vacuity diarrhea, food retention and abdominal distention, resolve liquor toxin.",,,,,,6303,,547,HERB004372
CWIHE008799,TCMBANKHE008799,,,大前胡,Big Hogfennel,DA QIAN HU,Peucedanum grande,,,,,,,,,,,934,,,HERB001098
CWIHE008800,TCMBANKHE008800,,,交让木,Macropodous Daphniphyllum,JIAO RANG MU,Daphniphyllum macropodum,,,leaf and seed,To clear heat and resolve toxin.,Swelling toxin of sore and boil.,,,,,,1684,,,HERB002863
CWIHE008801,TCMBANKHE008801,,,光叶紫玉盘,Glabrousleaf Uvaria,GUANG YE ZI YU PAN,Uvaria boniana,,,,,,,,,,,3920,,,HERB002039
CWIHE008802,TCMBANKHE008802,,,高山茶镳,Alpine Currant,GAO SHAN CHA BIAO,Ribes alpinum,,,,,,,,,,,8163,,,HERB001856
CWIHE008803,TCMBANKHE008803,,,头花龙胆,Headflower Gentian,TOU HUA LONG DAN,Gentiana cephalantha,,,root and rhizome,See Gentiana scabra .,See Gentiana scabra .,,,,,,4123,,,HERB005543
CWIHE008804,TCMBANKHE008804,,,美国黄瓜,Densefruit Cucumber,MI GUO HUANG GUA,Cucumis myriocarpus,,,,,,,,,,,1240,,,HERB003919
CWIHE008805,TCMBANKHE008805,,,苦檀子,Thickfruit Millettia,KU TAN ZI,Millettia pachycarpa,,,seed or fruit,"To attack toxin and relieve pain, disperse accumulation and kill worms.","Scab and lichen, sore lai, sand qi abdominal pain, child gan accumulation.",,,,,,5880,,,HERB003170
CWIHE008806,TCMBANKHE008806,,,烟洋椿,Cigarbox Cedrela,YAN YANG CHUN,Cedrela odorata,,,,,,,,,,,1447,,,HERB006373
CWIHE008807,TCMBANKHE008807,,,湖北瓜蒌,Hupeh Snakegourd,HU BEI GUA LOU,Trichosanthes hupehensis,,,,,,,,,,,1157,,,HERB002355
CWIHE008808,TCMBANKHE008808,,,小果银毛球,Fishhook Cactus,XIAO GUO YIN MAO QIU,Mammillaria microcarpa,,,,,,,,,,,4632,,,HERB006092
CWIHE008809,TCMBANKHE008809,,,法国金雀儿,French Broom,FA GUO JIN QUE ER,Cytisus monspessulanus,,,,,,,,,,,4700,,,HERB001607
CWIHE008810,TCMBANKHE008810,,,青钱柳,Roundwingfruit Cyclocarya,QING QIAN LIU,Cyclocarya paliurus,,,leaf,To dispel wind and relieve itch.,Skin lichen.,,,,,,5799,,,HERB004535
CWIHE008811,TCMBANKHE008811,,,红荚蒾,Red Viburnum,HONG JIA MI,Viburnum erubescens,,,,,,,,,,,7129,,,HERB002292
CWIHE008812,TCMBANKHE008812,,,白果叶(银杏叶),Ginkgo Leaf,BAI GUO YE,Ginkgo biloba,sweet; bitter; astringent; neutral,heart; lung,leaf,"To quicken blood and nourish heart, constrain lung and astringe intestines.","Coronary heart disease, angina pectoris, hypercholesterolemia, Parkinson’s disease, peripheral arterial diseases, chest impediment and heart pain, cough of phlegm asthma, diarrhea and dysentery, vaginal discharge, emission, retinal insufficiency syndrome.",,,,,,1670,,1099,HERB000189
CWIHE008813,TCMBANKHE008813,,,小花沙针,East African Sandalwood,XIAO HUA SHA ZHEN,Osyris tenuifolia,,,,,,,,,,,5315,,,HERB006111
CWIHE008814,TCMBANKHE008814,,,细小荷包牡丹,Little Bleedingheart,,,,,,,,,,,,,,,,
CWIHE008815,TCMBANKHE008815,,,毛马齿苋,Pilose Purslane,MAO MA CHI XIAN,Portulaca pilosa,,,whole herb,"To clear heat and disinhibit damp, resolve toxin.","Damp-heat dysentery, sore and boil.",,,,,,4789,,,HERB003798
CWIHE008816,TCMBANKHE008816,,,胡桃树皮,English Walnut Bark,HU TAO SHU PI,Juglans regia,,,bark,"To astringe intestines and check diarrhea, resolve toxin, relieve itch.","Diarrhea, dysentery, leprosy, scrotal wind, itchy skin.",,,,,,6086,,,HERB002398
CWIHE008817,TCMBANKHE008817,,,茜草藤,Indian Madder Stem,QIAN CAO TENG,Rubia cordifolia,,,aerial parts,"To stanch bleeding, move stasis.","Blood ejection, flooding, knocks and falls, wind impediment, lumbago, welling abscess toxin, swelling of clove.",,,,,,7410,,,HERB004448
CWIHE008818,TCMBANKHE008818,,,扁荚山黧豆,Dwarf Chickling Pea,,,,,,,,,,,,,,,,
CWIHE008819,TCMBANKHE008819,,,灰叶根,Purple Tephrosia Root,HUI YE GEN,Tephrosia purpurea,,,root,"To clear heat and disperse stagnation, move qi and relieve pain, contract damp and relieve itch.","Indigestion, gastritis, abdominal distention, stomachache, eczema, dermatitis.",,,,,,1463,,,HERB002632
CWIHE008820,TCMBANKHE008820,,,菊蒿,Common Tansy,JU HAO,Tanacetum vulgare,,,,,,,,,,,5137,,,HERB003026
CWIHE008821,TCMBANKHE008821,,,短瓣花,Shortpetalflower,DUAN BAN HUA,Brachystemma calycinum,,,root or whole herb,"To quicken blood and transform stasis, free strangury and transform turbid, resolve toxin and disperse swelling.","Blood stasis and dysmenorrhea, menstrual block, aberratio mensium, concretion and conglomeration with mass, heat strangury, blood strangury, white turbidity, leukorrhea, impediment pain into network vessels, hypertonicity of sinews and vessels, knocks and falls, swelling toxin of welling abscess and sore, nipple moth, diphtheria.",,,,,,5991,,,HERB001413
CWIHE008822,TCMBANKHE008822,,,甘松,Chinese Nardostachys,,,,,,,,,,,,,,,,
CWIHE008823,TCMBANKHE008823,,,印缅榆,Vellayim,YIN MIAN YU,Holoptelea integrifolia,,,,,,,,,,,3595,,,HERB006626
CWIHE008824,TCMBANKHE008824,,,坚挺白酒草,Strict Conyza,JIAN TENG BAI JIU CAO,Conyza stricta,,,,,,,,,,,3990,,,HERB002806
CWIHE008825,TCMBANKHE008825,,,黑昆布,Tangle Thallus,HEI KUN BU,Ecklonia kurome,,,dried thallus,See Laminaria japonica.,See Laminaria japonica.,,,,,,1581,,,HERB002223
CWIHE008826,TCMBANKHE008826,,,高樗,High AiIanthus,,,,,,,,,,,,,,,,
CWIHE008827,TCMBANKHE008827,,,北京石韦,Peking Pyrrosia Frond,,,,,,,,,,,,,,,,
CWIHE008828,TCMBANKHE008828,,,木茼蒿,Marguerite,MU TONG HAO,Chrysanthemum frutescens,,,,,,,,,,,2541,,,HERB004062
CWIHE008829,TCMBANKHE008829,,,粗糙菝葜,Lebrun Greenbrier,CU CAO BA QIA,Smilax lebrunii,,,,,,,,,,,5828,,,HERB000962
CWIHE008830,TCMBANKHE008830,,,大枣,Chinese Date,,,,,,,,,,,,,,,,
CWIHE008831,TCMBANKHE008831,,,细泽兰,Gracile Eupatorium*,,,,,,,,,,,,,,,,
CWIHE008832,TCMBANKHE008832,,,波士吴茱萸,Guizhou Evodia,BO SHI WU ZHU YU,Evodia rutaecarpa var. bodinieri,,,,,,,,,,,3434,,,HERB000531
CWIHE008833,TCMBANKHE008833,,,双花金丝桃,Biflower StJohn’swort,SHUANG HUA JIN SI TAO,Hypericum geminiflorum,,,,,,,,,,,3502,,,HERB005152
CWIHE008834,TCMBANKHE008834,qi-regulating medicinal,,甘松,rdostachys Root,GAN SONG,Radix seu Rhizoma rdostachyos,Warm; Pungent; Sweet,Spleen; Stomach,root and rhizome,"To regulate the flow of qi and relieve pain, and to invigorate the spleen function.","Stomachache, distention fullness in chest and abdomen, headache, hysteria, beriberi.",,,Qi Regulating Drugs,理气药,SMHB00134,7662,134,265,HERB001801
CWIHE008835,TCMBANKHE008835,cough-suppressing and panting-calming medicinal,1.温化寒痰药(8-8),白前,Cynchum root,BAI QIAN,Rhizoma cynchi stauntonii,Minor Warm; Pungent; Bitter,Lung,,1. To resolve phlegm and stop cough; 2. To conduct qi downward,1. Treatmant of cough due to invasion by exogenous pathogenic factors. Swallowwort rhizome (Baiqian) is used with Schizonepeta (Jingjie) and Platycodon root (Jiegeng) in the formula Zhisuo San. 2. Treatment of turbid phlegm blocking the lungs ,,,Phlegresolving Medicine,化痰药,SMHB00019,6108,19,34,HERB000257
CWIHE008836,TCMBANKHE008836,,,扇形阔苞菊,Sector Pluchea,SHAN XING KUO BAO JU,Baccharis flabellata,,,,,,,,,,,1396,,,HERB004929
CWIHE008837,TCMBANKHE008837,,,花椒簕,Cuspidate PrickIyash,,,,,,,,,,,,,,,,
CWIHE008838,TCMBANKHE008838,,,钝叶车轴草,Suckling Clover,DUN YE CHE ZHOU CAO,Trifolium dubium,,,,,,,,,,,4927,,,HERB001474
CWIHE008839,TCMBANKHE008839,,,天山棱子芹,Lindley Pleurospermum,TIAN SHAN LING ZI QIN,Pleurospermum lindleyanum,,,,,,,,,,,4691,,,HERB005468
CWIHE008840,TCMBANKHE008840,,,龙舌兰,Peyote,AN LU LONG SHE LAN,Lophophora williamsii,,,,,,,,,,,1922,,,HERB000085
CWIHE008841,TCMBANKHE008841,,,中华小尖柳珊瑚,Gorgonian Muricella sinensis,ZHONG HUA XIAO JIAN LIU SHAN HU,Muricella sinensis,,,,,,,,,,,3855,,,HERB007071
CWIHE008842,TCMBANKHE008842,,,常绿钩吻,Carolina Jasmine,,,,,,,,,,,,,,,,
CWIHE008843,TCMBANKHE008843,,,萧鸿生,Yunnan Madder,XIAO HONG SHEN,Rubia yunnanensis,,,root,"To quicken blood and soothe sinews, dispel stasis and engender flesh, nourish qi blood.","Wind-damp pain, knocks and falls, menstrual disorder [=menoxenia], menstrual block, vaginal discharge, postpartum arthralgia, tuberculosis and coughing of blood, dizzy head and insomnia, anemia.",,,,,,6387,,,HERB006097
CWIHE008844,TCMBANKHE008844,,,澳洲坚果,Queensland Nut,AO ZHOU JIAN GUO,Macadamia ternifolia,,,,,,,,,,,3384,,,HERB000121
CWIHE008845,TCMBANKHE008845,,,高报春,Oxlip,GAO BAO CHUN,Primula elatior,,,,,,,,,,,6990,,,HERB001820
CWIHE008846,TCMBANKHE008846,,,麦家公,Corn Gromwell,MAI JIA GONG,Lithospermum arvense,,,fruit,"To warm center and move qi , disperse swelling and relieve pain.","Stomach cold distending pain, hyperchlorhydria, painful swelling from knocks and falls, fracture.",,,,,,2731,,,HERB003710
CWIHE008847,TCMBANKHE008847,,,洋茜草,Madder,YANG QIAN CAO,Rubia tinctorum,,,root,See Rubia cordifolia.,See Rubia cordifolia .,,,,,,1052,,,HERB006398
CWIHE008848,TCMBANKHE008848,,,苣苔香茶菜,Gesnerialike Rabdosia,JU TAI XIANG CHA CAI,Isodon gesneroides,,,,,,,,,,,7142,,,HERB003052
CWIHE008849,TCMBANKHE008849,,,华紫堇,Chinese Corydalis,,,,,,,,,,,,,,,,
CWIHE008850,TCMBANKHE008850,,,白刺果豚草,White Bur Sage,BAI CI GUO TUN CAO,Ambrosia dumosa,,,,,,,,,,,1309,,,HERB000167
CWIHE008851,TCMBANKHE008851,,,桃南瓜,Peachliking Pumpkin,TAO NAN GUA,Cucurbita pepo var. akoda,,,,,,,,,,,7556,,,HERB005411
CWIHE008852,TCMBANKHE008852,,,蹲野桂皮,"Obtuseleaf Cassia Bark, Wild Cinnamon Bark",DUN YE GUI PI,Cinnamomum bejolghota,,,bark,"To dispel wind and dissipate cold, warm menstruation and quicken blood, relieve pain.","Bleeding due to external injury (external use), wind-cold impediment pain, lumbago, menstrual block, dysmenorrhea, painful swelling from knocks and falls, cold pain in stomach duct, abdominal pain, vacuity cold diarrhea, snake bite.",,,,,,973,,,HERB001478
CWIHE008853,TCMBANKHE008853,,,黄杨小檗,Box-leaved Barberry,HUANG YANG XIAO BO,Berberis buxifolia,,,,,,,,,,,1597,,,HERB002587
CWIHE008854,TCMBANKHE008854,,,云南鼠尾草,Yunnan Sage,YUN NAN SHU WEI CAO,Salvia yunnanensis,,,root,"To quicken blood and dispel stasis, cool blood and stanch bleeding, nourish heart and quiet spirit, resolve toxin and disperse swelling.","Menstrual disorder, dysmenorrhea, menstrual block, persistent flow with abdominal pain, concretion and conglomeration, chest impediment and angina, arthralgia, mounting qi (hernia), flooding and spotting, blood ejection, spontaneous external bleeding, hacking of blood, blood vacuity and numbness in limbs, sleepless, amnesia, fright palpitation, fearful throbbing, mammary welling abscess, swelling of sores, stasis swelling from knocks and falls.",,,,,,4536,,,HERB006845
CWIHE008855,TCMBANKHE008855,,,对叶元胡,Ledeour Corydalis,DUI YE YUAN HU,Corydalis ledebouriana,,,,,,,,,,,6013,,,HERB001467
CWIHE008856,TCMBANKHE008856,,,维多利亚金合欢,Bramble Acacia,WEI DUO LI YA JIN HE HUAN,Acacia victoria,,,,,,,,,,,6127,,,HERB005649
CWIHE008857,TCMBANKHE008857,,,日本萍蓬草,Japanese Cowlily,RI BEN PING PENG CAO,Nuphar japonicum,,,,,,,,,,,5182,,,HERB004661
CWIHE008858,TCMBANKHE008858,,,金粉蕨,Siliculose Onychium,JIN FEN JUE,Onychium siliculosum,,,,,,,,,,,6064,,,HERB002897
CWIHE008859,TCMBANKHE008859,,,准噶尔前胡,Dzungaria HogfenneI*,,,,,,,,,,,,,,,,
CWIHE008860,TCMBANKHE008860,,,大叶香薷,Twoanther Mosla,DA YE XIANG RU,Mosla dianthera,,,whole herb,"To effuse exterior and dispel summerheat, disinhibit damp and harmonize center, stanch bleeding and disperse swelling, dissipate wind and relieve itch.","Wind-cold common cold, yin summerheat and headache, nausea, pain in stomach duct, white dysentery, edema, spontaneous external bleeding, bleeding from hemorrhoids, sore and boil, pudendal itch, eczema, bleeding due to external injury, snake or insect bites.",,,,,,4618,,,HERB001153
CWIHE008861,TCMBANKHE008861,,,小叶枇杷,Savoury  Rhododendron ,,,,,,,,,,,,,,,,
CWIHE008862,TCMBANKHE008862,,,北美香柏,Western Arborvitae,BEI MEI XIANG BAI,Thuja plicata,,,,,,,,,,,4390,,,HERB000396
CWIHE008863,TCMBANKHE008863,,,生姜,Fresh Common  Ginger ,,,,,,,,,,,,,,,,
CWIHE008864,TCMBANKHE008864,,,福建细辛,Fukien Wildginger,FU JIAN XI XIN,Asarum fukienense,,,whole herb,See Asarum caulescens.,See Asarum caulescens.,,,,,,3077,,,HERB001743
